region_code;jahr;abschluss_key;geschlecht;anzahl
03101;2023;mit_hauptschulabschluss;weiblich;85
03101;2023;mit_hauptschulabschluss;maennlich;130
03101;2023;mittlerer_abschluss;insgesamt;895
03101;2023;mittlerer_abschluss;weiblich;435
03101;2023;mittlerer_abschluss;maennlich;460
03101;2023;fachhochschulreife;insgesamt;
03101;2023;fachhochschulreife;weiblich;
03101;2023;fachhochschulreife;maennlich;
03101;2023;allgemeine_hochschulreife;insgesamt;1127
03101;2023;allgemeine_hochschulreife;weiblich;605
03101;2023;allgemeine_hochschulreife;maennlich;522
03102;2023;ohne_hauptschulabschluss;insgesamt;113
03102;2023;ohne_hauptschulabschluss;weiblich;43
03102;2023;ohne_hauptschulabschluss;maennlich;70
03102;2023;mit_hauptschulabschluss;insgesamt;150
03102;2023;mit_hauptschulabschluss;weiblich;70
03102;2023;mit_hauptschulabschluss;maennlich;80
03102;2023;mittlerer_abschluss;insgesamt;520
03102;2023;mittlerer_abschluss;weiblich;240
03102;2023;mittlerer_abschluss;maennlich;280
03102;2023;fachhochschulreife;insgesamt;
03102;2023;fachhochschulreife;weiblich;
03102;2023;fachhochschulreife;maennlich;
03102;2023;allgemeine_hochschulreife;insgesamt;228
03102;2023;allgemeine_hochschulreife;weiblich;122
03102;2023;allgemeine_hochschulreife;maennlich;106
03103;2023;ohne_hauptschulabschluss;insgesamt;69
03103;2023;ohne_hauptschulabschluss;weiblich;28
03103;2023;ohne_hauptschulabschluss;maennlich;41
03103;2023;mit_hauptschulabschluss;insgesamt;144
03103;2023;mit_hauptschulabschluss;weiblich;63
03103;2023;mit_hauptschulabschluss;maennlich;81
03103;2023;mittlerer_abschluss;insgesamt;649
03103;2023;mittlerer_abschluss;weiblich;294
03103;2023;mittlerer_abschluss;maennlich;355
03103;2023;fachhochschulreife;insgesamt;
03103;2023;fachhochschulreife;weiblich;
03103;2023;fachhochschulreife;maennlich;
03103;2023;allgemeine_hochschulreife;insgesamt;607
03103;2023;allgemeine_hochschulreife;weiblich;329
03103;2023;allgemeine_hochschulreife;maennlich;278
03151;2023;ohne_hauptschulabschluss;insgesamt;110
03151;2023;ohne_hauptschulabschluss;weiblich;52
03151;2023;ohne_hauptschulabschluss;maennlich;58
03151;2023;mit_hauptschulabschluss;insgesamt;200
03151;2023;mit_hauptschulabschluss;weiblich;73
03151;2023;mit_hauptschulabschluss;maennlich;127
03151;2023;mittlerer_abschluss;insgesamt;828
03151;2023;mittlerer_abschluss;weiblich;417
03151;2023;mittlerer_abschluss;maennlich;411
03151;2023;fachhochschulreife;insgesamt;
03151;2023;fachhochschulreife;weiblich;
03151;2023;fachhochschulreife;maennlich;
03151;2023;allgemeine_hochschulreife;insgesamt;474
03151;2023;allgemeine_hochschulreife;weiblich;271
03151;2023;allgemeine_hochschulreife;maennlich;203
03152;2023;ohne_hauptschulabschluss;insgesamt;
03152;2023;ohne_hauptschulabschluss;weiblich;
03152;2023;ohne_hauptschulabschluss;maennlich;
03152;2023;mit_hauptschulabschluss;insgesamt;
03152;2023;mit_hauptschulabschluss;weiblich;
03152;2023;mit_hauptschulabschluss;maennlich;
03152;2023;mittlerer_abschluss;insgesamt;
03152;2023;mittlerer_abschluss;weiblich;
03152;2023;mittlerer_abschluss;maennlich;
03152;2023;fachhochschulreife;insgesamt;
03152;2023;fachhochschulreife;weiblich;
03152;2023;fachhochschulreife;maennlich;
03152;2023;allgemeine_hochschulreife;insgesamt;
03152;2023;allgemeine_hochschulreife;weiblich;
03152;2023;allgemeine_hochschulreife;maennlich;
03153;2023;ohne_hauptschulabschluss;insgesamt;97
03153;2023;ohne_hauptschulabschluss;weiblich;35
03153;2023;ohne_hauptschulabschluss;maennlich;62
03153;2023;mit_hauptschulabschluss;insgesamt;186
03153;2023;mit_hauptschulabschluss;weiblich;67
03153;2023;mit_hauptschulabschluss;maennlich;119
03153;2023;mittlerer_abschluss;insgesamt;552
03153;2023;mittlerer_abschluss;weiblich;245
03153;2023;mittlerer_abschluss;maennlich;307
03153;2023;fachhochschulreife;insgesamt;
03153;2023;fachhochschulreife;weiblich;
03153;2023;fachhochschulreife;maennlich;
03153;2023;allgemeine_hochschulreife;insgesamt;279
03153;2023;allgemeine_hochschulreife;weiblich;164
03153;2023;allgemeine_hochschulreife;maennlich;115
03154;2023;ohne_hauptschulabschluss;insgesamt;46
03154;2023;ohne_hauptschulabschluss;weiblich;22
03154;2023;ohne_hauptschulabschluss;maennlich;24
03154;2023;mit_hauptschulabschluss;insgesamt;67
03154;2023;mit_hauptschulabschluss;weiblich;28
03154;2023;mit_hauptschulabschluss;maennlich;39
03154;2023;mittlerer_abschluss;insgesamt;338
03154;2023;mittlerer_abschluss;weiblich;149
03154;2023;mittlerer_abschluss;maennlich;189
03154;2023;fachhochschulreife;insgesamt;
